"act_type","final_result","T0","T1","T2","T3","T4","T5","T6","T7","T8","T9","id1"
"2",1.0,2.0,21.0,0.0,0.0,11.0,0.0,15.0,8.0,0.0,0.0,1567.0
"3",1.0,3.0,6.0,18.0,7.0,21.0,12.0,43.0,41.0,18.0,11.0,1567.0
"4",1.0,38.0,80.0,48.0,14.0,41.0,14.0,73.0,42.0,34.0,16.0,1567.0
"5",1.0,0.0,0.0,18.0,0.0,14.0,12.0,33.0,1.0,0.0,0.0,1567.0
"6",1.0,5.0,5.0,18.0,6.0,18.0,9.0,36.0,21.0,19.0,6.0,1567.0
"7",1.0,4.0,0.0,2.0,0.0,6.0,0.0,6.0,5.0,6.0,0.0,1567.0
"9",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1567.0
"12",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1567.0
"13",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1567.0
"14",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1567.0
"19",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1567.0
"1",1.0,0.0,132.0,102.0,49.0,160.0,127.0,188.0,114.0,132.0,54.0,1568.0
"2",1.0,0.0,2.0,2.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,1568.0
"3",1.0,0.0,14.0,35.0,8.0,7.0,36.0,54.0,55.0,12.0,1.0,1568.0
"4",1.0,5.0,61.0,60.0,23.0,83.0,104.0,107.0,147.0,70.0,41.0,1568.0
"5",1.0,0.0,1.0,24.0,15.0,25.0,12.0,15.0,15.0,0.0,0.0,1568.0
"6",1.0,0.0,13.0,59.0,7.0,3.0,29.0,87.0,103.0,45.0,0.0,1568.0
"7",1.0,2.0,12.0,4.0,2.0,7.0,5.0,33.0,6.0,2.0,1.0,1568.0
"9",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1568.0
"12",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1568.0
"13",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1568.0
"14",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1568.0
"19",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1568.0
"1",1.0,0.0,32.0,0.0,0.0,16.0,32.0,5.0,7.0,17.0,1.0,1569.0
"2",1.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,1569.0
"3",1.0,0.0,2.0,0.0,1.0,5.0,4.0,3.0,11.0,18.0,8.0,1569.0
"4",1.0,0.0,5.0,0.0,2.0,13.0,32.0,27.0,23.0,41.0,19.0,1569.0
"5",1.0,0.0,0.0,0.0,0.0,18.0,17.0,0.0,12.0,0.0,0.0,1569.0
"6",1.0,0.0,2.0,0.0,1.0,3.0,2.0,3.0,9.0,19.0,6.0,1569.0
"7",1.0,0.0,0.0,0.0,0.0,6.0,7.0,8.0,4.0,7.0,1.0,1569.0
"9",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1569.0
"12",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1569.0
"13",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1569.0
"14",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1569.0
"19",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1569.0
"1",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1570.0
"2",1.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1570.0
"3",1.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,1.0,4.0,0.0,1570.0
"4",1.0,0.0,0.0,15.0,0.0,4.0,0.0,15.0,9.0,2.0,0.0,1570.0
"5",1.0,0.0,0.0,17.0,0.0,1.0,0.0,48.0,14.0,0.0,0.0,1570.0
"6",1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1570.0
"7",1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1570.0
"9",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1570.0
"12",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1570.0
"13",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1570.0
"14",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1570.0
"19",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1570.0
"1",1.0,2.0,9.0,28.0,0.0,23.0,5.0,15.0,9.0,5.0,0.0,1571.0
"2",1.0,0.0,0.0,0.0,0.0,5.0,14.0,21.0,1.0,0.0,0.0,1571.0
"3",1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,1571.0
"4",1.0,3.0,15.0,23.0,7.0,17.0,16.0,25.0,40.0,12.0,1.0,1571.0
"5",1.0,0.0,1.0,13.0,14.0,0.0,12.0,12.0,12.0,0.0,0.0,1571.0
"6",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,9.0,0.0,1571.0
"7",1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1571.0
"9",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1571.0
"12",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1571.0
"13",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1571.0
"14",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1571.0
"19",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1571.0
"1",1.0,2.0,46.0,25.0,7.0,0.0,9.0,4.0,0.0,9.0,0.0,1572.0
"2",1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1572.0
"3",1.0,0.0,8.0,4.0,0.0,2.0,5.0,2.0,3.0,0.0,0.0,1572.0
"4",1.0,3.0,36.0,21.0,9.0,7.0,15.0,11.0,6.0,2.0,1.0,1572.0
"5",1.0,0.0,1.0,22.0,0.0,18.0,12.0,22.0,19.0,0.0,0.0,1572.0
"6",1.0,0.0,12.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1572.0
"7",1.0,2.0,11.0,4.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,1572.0
"9",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1572.0
"12",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1572.0
"13",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1572.0
"14",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1572.0
"19",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1572.0
"1",0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1573.0
"2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1573.0
"3",0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1573.0
"4",0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1573.0
"5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1573.0
"6",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1573.0
"7",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1573.0
"9",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1573.0
"12",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1573.0
"13",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1573.0
"14",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1573.0
"19",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1573.0
"1",1.0,0.0,30.0,20.0,9.0,14.0,26.0,14.0,4.0,0.0,4.0,1574.0
"2",1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,1574.0
"3",1.0,0.0,5.0,8.0,1.0,1.0,2.0,12.0,9.0,3.0,1.0,1574.0
"4",1.0,0.0,6.0,15.0,2.0,2.0,8.0,37.0,16.0,1.0,5.0,1574.0
"5",1.0,0.0,1.0,24.0,13.0,0.0,4.0,16.0,21.0,0.0,0.0,1574.0
"6",1.0,0.0,7.0,7.0,0.0,1.0,1.0,3.0,2.0,10.0,0.0,1574.0
"7",1.0,0.0,2.0,4.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,1574.0
"9",1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1574.0
"12",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1574.0
"13",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1574.0
"14",1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1574.0
"19",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1574.0
"1",0.0,21.0,46.0,32.0,7.0,3.0,1.0,4.0,2.0,5.0,5.0,1575.0
"2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1575.0
"3",0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1575.0
"4",0.0,15.0,16.0,21.0,17.0,12.0,13.0,5.0,14.0,11.0,7.0,1575.0
"5",0.0,0.0,0.0,12.0,14.0,0.0,13.0,12.0,12.0,0.0,0.0,1575.0
"6",0.0,2.0,11.0,2.0,6.0,0.0,0.0,0.0,1.0,2.0,0.0,1575.0
"7",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1575.0
"9",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1575.0
"12",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1575.0
"13",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1575.0
"14",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1575.0
"19",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1575.0
"1",1.0,0.0,24.0,27.0,24.0,24.0,19.0,19.0,41.0,122.0,150.0,1576.0
"2",1.0,0.0,1.0,2.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,1576.0
"3",1.0,0.0,15.0,6.0,1.0,1.0,0.0,2.0,8.0,11.0,0.0,1576.0
"4",1.0,1.0,22.0,20.0,7.0,18.0,14.0,15.0,24.0,30.0,19.0,1576.0
"5",1.0,0.0,0.0,14.0,0.0,13.0,13.0,15.0,15.0,0.0,0.0,1576.0
"6",1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,1576.0
"7",1.0,0.0,5.0,2.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,1576.0
"9",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1576.0
"12",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1576.0
"13",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1576.0
"14",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1576.0
"19",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1576.0
"1",1.0,12.0,241.0,87.0,34.0,4.0,44.0,4.0,0.0,19.0,6.0,1577.0
"2",1.0,2.0,35.0,0.0,2.0,6.0,24.0,0.0,0.0,0.0,0.0,1577.0
"3",1.0,27.0,26.0,2.0,3.0,3.0,9.0,3.0,5.0,2.0,0.0,1577.0
"4",1.0,24.0,96.0,50.0,38.0,13.0,57.0,23.0,9.0,12.0,8.0,1577.0
"5",1.0,1.0,3.0,17.0,13.0,1.0,47.0,19.0,0.0,0.0,0.0,1577.0
"6",1.0,13.0,3.0,2.0,1.0,0.0,6.0,1.0,10.0,5.0,2.0,1577.0
"7",1.0,4.0,10.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1577.0
"9",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1577.0
"12",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1577.0
"13",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1577.0
"14",1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1577.0
"19",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1577.0
"1",0.0,0.0,9.0,0.0,1.0,166.0,30.0,0.0,0.0,0.0,0.0,1578.0
"2",0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1578.0
"3",0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1578.0
"4",0.0,0.0,2.0,0.0,7.0,40.0,12.0,0.0,0.0,0.0,0.0,1578.0
"5",0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1578.0
"6",0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1578.0
"7",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1578.0
"9",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1578.0
"12",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1578.0
"13",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1578.0
"14",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1578.0
"19",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1578.0
"1",1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,1579.0
"2",1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,3.0,0.0,0.0,1579.0
"3",1.0,0.0,0.0,3.0,0.0,0.0,5.0,10.0,11.0,1.0,0.0,1579.0
"4",1.0,0.0,1.0,5.0,0.0,0.0,8.0,24.0,16.0,2.0,3.0,1579.0
"5",1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,16.0,0.0,0.0,1579.0
"6",1.0,0.0,0.0,4.0,0.0,0.0,6.0,11.0,13.0,1.0,0.0,1579.0
"7",1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,1579.0
"9",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1579.0
"12",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1579.0
"13",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1579.0
"14",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1579.0
"19",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1579.0
"1",1.0,1.0,178.0,74.0,29.0,94.0,60.0,30.0,89.0,145.0,85.0,1580.0
"2",1.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1580.0
"3",1.0,11.0,0.0,9.0,4.0,2.0,2.0,3.0,9.0,21.0,0.0,1580.0
"4",1.0,49.0,84.0,52.0,32.0,106.0,51.0,38.0,68.0,57.0,39.0,1580.0
"5",1.0,1.0,0.0,18.0,15.0,29.0,6.0,13.0,14.0,0.0,0.0,1580.0
"6",1.0,3.0,7.0,3.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,1580.0
"7",1.0,7.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1580.0
"9",1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1580.0
"12",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1580.0
"13",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1580.0
"14",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1580.0
"19",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1580.0
"1",1.0,0.0,173.0,83.0,31.0,38.0,4.0,7.0,36.0,102.0,2.0,1581.0
"2",1.0,0.0,0.0,0.0,4.0,0.0,2.0,13.0,0.0,2.0,0.0,1581.0
"3",1.0,12.0,15.0,2.0,4.0,3.0,2.0,0.0,41.0,10.0,0.0,1581.0
"4",1.0,11.0,58.0,33.0,10.0,52.0,29.0,40.0,68.0,32.0,4.0,1581.0
"5",1.0,0.0,1.0,17.0,16.0,14.0,1.0,13.0,12.0,0.0,0.0,1581.0
"6",1.0,8.0,8.0,4.0,0.0,3.0,0.0,2.0,47.0,6.0,0.0,1581.0
"7",1.0,6.0,9.0,3.0,0.0,4.0,1.0,1.0,15.0,9.0,0.0,1581.0
"9",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1581.0
"12",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1581.0
"13",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1581.0
"14",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1581.0
"19",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1581.0
"1",0.0,0.0,28.0,34.0,12.0,45.0,8.0,4.0,0.0,0.0,12.0,1582.0
"2",0.0,0.0,2.0,0.0,0.0,0.0,0.0,54.0,22.0,0.0,0.0,1582.0
"3",0.0,0.0,9.0,3.0,0.0,0.0,0.0,9.0,6.0,0.0,2.0,1582.0
"4",0.0,0.0,33.0,44.0,9.0,34.0,19.0,18.0,15.0,0.0,16.0,1582.0
"5",0.0,0.0,0.0,25.0,0.0,30.0,0.0,17.0,14.0,0.0,0.0,1582.0
"6",0.0,0.0,8.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,1582.0
"7",0.0,0.0,6.0,3.0,2.0,6.0,5.0,4.0,4.0,0.0,2.0,1582.0
"9",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1582.0
"12",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1582.0
"13",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1582.0
"14",0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1582.0
"19",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1582.0
"1",1.0,0.0,223.0,51.0,15.0,12.0,1.0,21.0,17.0,120.0,0.0,1583.0
"2",1.0,1.0,3.0,13.0,6.0,0.0,0.0,10.0,0.0,0.0,0.0,1583.0
"3",1.0,9.0,27.0,11.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0,1583.0
"4",1.0,10.0,134.0,48.0,15.0,7.0,5.0,23.0,13.0,26.0,1.0,1583.0
"5",1.0,0.0,3.0,37.0,30.0,12.0,0.0,17.0,13.0,0.0,0.0,1583.0
"6",1.0,3.0,28.0,7.0,0.0,0.0,0.0,0.0,1.0,19.0,0.0,1583.0
"7",1.0,4.0,15.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1583.0
"9",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1583.0
"12",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1583.0
"13",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1583.0
"14",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1583.0
"19",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1583.0
"1",0.0,0.0,14.0,0.0,0.0,25.0,4.0,0.0,0.0,0.0,0.0,1584.0
"2",0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1584.0
"3",0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1584.0
"4",0.0,0.0,14.0,0.0,0.0,15.0,16.0,1.0,10.0,1.0,0.0,1584.0
"5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1584.0
"6",0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1584.0
"7",0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1584.0
"9",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1584.0
"12",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1584.0
"13",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1584.0
"14",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1584.0
"19",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1584.0
"1",1.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1585.0
"2",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1585.0
"3",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1585.0
"4",1.0,1.0,1.0,3.0,1.0,3.0,0.0,0.0,5.0,1.0,0.0,1585.0
"5",1.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,12.0,0.0,0.0,1585.0
"6",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1585.0
"7",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1585.0
"9",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1585.0
"12",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1585.0
"13",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1585.0
"14",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1585.0
"19",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1585.0
"1",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1586.0
"2",1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1586.0
"3",1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,2.0,0.0,0.0,1586.0
"4",1.0,0.0,0.0,2.0,1.0,3.0,0.0,6.0,3.0,0.0,0.0,1586.0
"5",1.0,0.0,0.0,12.0,0.0,12.0,0.0,15.0,13.0,0.0,0.0,1586.0
"6",1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1586.0
"7",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1586.0
"9",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1586.0
"12",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1586.0
"13",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1586.0
"14",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1586.0
"19",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1586.0
"1",1.0,16.0,136.0,82.0,21.0,24.0,0.0,2.0,0.0,8.0,2.0,1587.0
"2",1.0,2.0,10.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,1587.0
"3",1.0,14.0,18.0,4.0,1.0,2.0,1.0,12.0,7.0,27.0,4.0,1587.0
"4",1.0,19.0,37.0,45.0,25.0,25.0,19.0,35.0,8.0,28.0,15.0,1587.0
"5",1.0,0.0,0.0,18.0,2.0,14.0,14.0,12.0,14.0,0.0,0.0,1587.0
"6",1.0,12.0,13.0,2.0,0.0,1.0,1.0,3.0,5.0,15.0,5.0,1587.0
"7",1.0,12.0,13.0,13.0,3.0,9.0,5.0,8.0,2.0,4.0,2.0,1587.0
"9",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1587.0
"12",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1587.0
"13",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1587.0
"14",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1587.0
"19",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1587.0
"1",1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1588.0
"2",1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1588.0
"3",1.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1588.0
"4",1.0,0.0,0.0,9.0,4.0,1.0,5.0,1.0,2.0,1.0,2.0,1588.0
"5",1.0,0.0,0.0,14.0,14.0,0.0,13.0,14.0,19.0,0.0,0.0,1588.0
"6",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,1588.0
"7",1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1588.0
"9",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1588.0
"12",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1588.0
"13",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1588.0
"14",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1588.0
"19",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1588.0
"1",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,1589.0
"2",1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,1589.0
"3",1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,5.0,8.0,0.0,1589.0
"4",1.0,8.0,0.0,8.0,0.0,4.0,4.0,12.0,18.0,22.0,0.0,1589.0
"5",1.0,0.0,0.0,19.0,0.0,2.0,19.0,23.0,15.0,0.0,0.0,1589.0
