"act_type","final_result","T0","T1","T2","T3","T4","T5","T6","T7","T8","T9","id1"
"19",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2338.0
"1",1.0,0.0,34.0,3.0,0.0,19.0,4.0,12.0,23.0,0.0,0.0,2339.0
"2",1.0,0.0,0.0,1.0,0.0,2.0,0.0,10.0,3.0,0.0,0.0,2339.0
"3",1.0,0.0,2.0,8.0,0.0,11.0,0.0,11.0,12.0,0.0,1.0,2339.0
"4",1.0,0.0,10.0,7.0,0.0,24.0,4.0,29.0,18.0,0.0,1.0,2339.0
"5",1.0,0.0,0.0,12.0,0.0,14.0,21.0,13.0,14.0,0.0,0.0,2339.0
"6",1.0,0.0,3.0,6.0,0.0,5.0,0.0,6.0,9.0,0.0,7.0,2339.0
"7",1.0,0.0,5.0,0.0,0.0,2.0,0.0,4.0,3.0,0.0,0.0,2339.0
"9",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2339.0
"12",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2339.0
"13",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2339.0
"14",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2339.0
"19",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2339.0
"1",1.0,0.0,7.0,11.0,0.0,44.0,3.0,47.0,5.0,19.0,10.0,2340.0
"2",1.0,1.0,0.0,0.0,0.0,1.0,0.0,23.0,1.0,0.0,0.0,2340.0
"3",1.0,1.0,10.0,19.0,0.0,4.0,0.0,2.0,4.0,8.0,2.0,2340.0
"4",1.0,1.0,10.0,20.0,0.0,18.0,3.0,9.0,5.0,8.0,4.0,2340.0
"5",1.0,0.0,0.0,14.0,0.0,27.0,0.0,12.0,13.0,0.0,0.0,2340.0
"6",1.0,0.0,7.0,12.0,0.0,2.0,0.0,0.0,1.0,12.0,2.0,2340.0
"7",1.0,2.0,7.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2340.0
"9",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2340.0
"12",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2340.0
"13",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2340.0
"14",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2340.0
"19",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2340.0
"1",1.0,29.0,57.0,80.0,0.0,48.0,21.0,3.0,10.0,43.0,0.0,2341.0
"2",1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2341.0
"3",1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,2341.0
"4",1.0,2.0,12.0,16.0,0.0,9.0,7.0,8.0,11.0,7.0,0.0,2341.0
"5",1.0,0.0,0.0,16.0,0.0,20.0,21.0,19.0,19.0,4.0,0.0,2341.0
"6",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,2341.0
"7",1.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2341.0
"9",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2341.0
"12",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2341.0
"13",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2341.0
"14",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2341.0
"19",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2341.0
"1",1.0,0.0,20.0,90.0,60.0,29.0,19.0,21.0,3.0,4.0,0.0,2342.0
"2",1.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,2342.0
"3",1.0,8.0,14.0,16.0,33.0,41.0,25.0,37.0,38.0,96.0,0.0,2342.0
"4",1.0,3.0,20.0,38.0,39.0,41.0,33.0,51.0,39.0,67.0,2.0,2342.0
"5",1.0,0.0,1.0,13.0,15.0,14.0,0.0,15.0,13.0,0.0,0.0,2342.0
"6",1.0,3.0,5.0,8.0,18.0,30.0,19.0,23.0,21.0,65.0,0.0,2342.0
"7",1.0,0.0,9.0,4.0,11.0,6.0,1.0,3.0,6.0,5.0,0.0,2342.0
"9",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2342.0
"12",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2342.0
"13",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2342.0
"14",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2342.0
"19",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2342.0
"1",1.0,10.0,297.0,435.0,289.0,447.0,286.0,278.0,106.0,174.0,75.0,2343.0
"2",1.0,1.0,20.0,8.0,0.0,3.0,3.0,52.0,5.0,0.0,0.0,2343.0
"3",1.0,19.0,99.0,103.0,54.0,87.0,85.0,104.0,81.0,49.0,33.0,2343.0
"4",1.0,26.0,190.0,208.0,93.0,141.0,126.0,127.0,88.0,68.0,59.0,2343.0
"5",1.0,0.0,0.0,14.0,15.0,0.0,14.0,13.0,12.0,0.0,0.0,2343.0
"6",1.0,11.0,69.0,54.0,29.0,47.0,37.0,53.0,37.0,31.0,30.0,2343.0
"7",1.0,7.0,18.0,3.0,1.0,4.0,8.0,2.0,4.0,4.0,0.0,2343.0
"9",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2343.0
"12",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2343.0
"13",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2343.0
"14",1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2343.0
"19",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2343.0
"1",0.0,1.0,359.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2344.0
"2",0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2344.0
"3",0.0,4.0,61.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2344.0
"4",0.0,6.0,125.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2344.0
"5",0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2344.0
"6",0.0,5.0,31.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2344.0
"7",0.0,2.0,33.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2344.0
"9",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2344.0
"12",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2344.0
"13",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2344.0
"14",0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2344.0
"19",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2344.0
"1",1.0,2.0,25.0,10.0,22.0,11.0,95.0,31.0,29.0,30.0,0.0,2345.0
"2",1.0,2.0,0.0,3.0,2.0,0.0,10.0,17.0,0.0,0.0,0.0,2345.0
"3",1.0,60.0,28.0,15.0,0.0,6.0,10.0,2.0,10.0,4.0,0.0,2345.0
"4",1.0,51.0,43.0,28.0,10.0,17.0,30.0,28.0,25.0,12.0,0.0,2345.0
"5",1.0,5.0,1.0,17.0,12.0,12.0,0.0,13.0,18.0,0.0,0.0,2345.0
"6",1.0,32.0,10.0,7.0,0.0,4.0,4.0,0.0,5.0,2.0,0.0,2345.0
"7",1.0,6.0,7.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2345.0
"9",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2345.0
"12",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2345.0
"13",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2345.0
"14",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2345.0
"19",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2345.0
"1",0.0,0.0,0.0,0.0,5.0,21.0,0.0,0.0,0.0,0.0,0.0,2346.0
"2",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2346.0
"3",0.0,33.0,6.0,0.0,2.0,1.0,9.0,0.0,1.0,1.0,3.0,2346.0
"4",0.0,23.0,7.0,3.0,34.0,21.0,28.0,3.0,7.0,3.0,3.0,2346.0
"5",0.0,0.0,0.0,18.0,3.0,23.0,13.0,15.0,18.0,0.0,0.0,2346.0
"6",0.0,19.0,2.0,0.0,1.0,0.0,6.0,0.0,1.0,1.0,2.0,2346.0
"7",0.0,3.0,3.0,0.0,1.0,6.0,3.0,1.0,1.0,1.0,0.0,2346.0
"9",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2346.0
"12",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2346.0
"13",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2346.0
"14",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2346.0
"19",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2346.0
"1",1.0,0.0,140.0,58.0,36.0,71.0,58.0,77.0,41.0,82.0,60.0,2347.0
"2",1.0,0.0,1.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,2347.0
"3",1.0,0.0,6.0,6.0,3.0,0.0,1.0,5.0,0.0,0.0,0.0,2347.0
"4",1.0,3.0,39.0,41.0,36.0,33.0,48.0,48.0,28.0,50.0,33.0,2347.0
"5",1.0,0.0,15.0,0.0,13.0,15.0,15.0,1.0,12.0,0.0,0.0,2347.0
"6",1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2347.0
"7",1.0,0.0,0.0,7.0,13.0,6.0,7.0,4.0,1.0,10.0,1.0,2347.0
"9",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2347.0
"12",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2347.0
"13",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2347.0
"14",1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2347.0
"19",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2347.0
"1",1.0,7.0,35.0,0.0,12.0,20.0,24.0,26.0,28.0,140.0,161.0,2348.0
"2",1.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2348.0
"3",1.0,3.0,15.0,3.0,2.0,3.0,2.0,0.0,7.0,24.0,20.0,2348.0
"4",1.0,13.0,41.0,20.0,26.0,30.0,32.0,24.0,34.0,71.0,48.0,2348.0
"5",1.0,0.0,0.0,15.0,0.0,14.0,13.0,14.0,25.0,0.0,0.0,2348.0
"6",1.0,3.0,8.0,1.0,1.0,1.0,1.0,0.0,1.0,28.0,20.0,2348.0
"7",1.0,2.0,15.0,8.0,6.0,9.0,7.0,2.0,14.0,9.0,3.0,2348.0
"9",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2348.0
"12",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2348.0
"13",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2348.0
"14",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2348.0
"19",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2348.0
"1",1.0,30.0,506.0,418.0,147.0,157.0,61.0,25.0,42.0,45.0,60.0,2349.0
"2",1.0,2.0,15.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,2349.0
"3",1.0,4.0,39.0,10.0,0.0,2.0,4.0,10.0,10.0,4.0,0.0,2349.0
"4",1.0,19.0,197.0,126.0,82.0,97.0,74.0,66.0,41.0,44.0,40.0,2349.0
"5",1.0,1.0,4.0,27.0,17.0,35.0,8.0,27.0,18.0,0.0,0.0,2349.0
"6",1.0,1.0,17.0,5.0,0.0,1.0,1.0,4.0,3.0,11.0,0.0,2349.0
"7",1.0,0.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2349.0
"9",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2349.0
"12",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2349.0
"13",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2349.0
"14",1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2349.0
"19",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2349.0
"1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2350.0
"2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2350.0
"3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2350.0
"4",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2350.0
"5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2350.0
"6",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2350.0
"7",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2350.0
"9",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2350.0
"12",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2350.0
"13",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2350.0
"14",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2350.0
"19",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2350.0
"1",0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2351.0
"2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2351.0
"3",0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2351.0
"4",0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2351.0
"5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2351.0
"6",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2351.0
"7",0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2351.0
"9",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2351.0
"12",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2351.0
"13",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2351.0
"14",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2351.0
"19",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2351.0
"1",1.0,94.0,145.0,207.0,52.0,150.0,267.0,118.0,20.0,30.0,8.0,2352.0
"2",1.0,1.0,0.0,0.0,2.0,0.0,0.0,23.0,0.0,0.0,0.0,2352.0
"3",1.0,4.0,1.0,2.0,2.0,2.0,1.0,3.0,9.0,8.0,0.0,2352.0
"4",1.0,47.0,63.0,94.0,36.0,139.0,188.0,66.0,23.0,11.0,4.0,2352.0
"5",1.0,0.0,0.0,17.0,28.0,74.0,13.0,17.0,18.0,0.0,0.0,2352.0
"6",1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,11.0,0.0,2352.0
"7",1.0,6.0,2.0,1.0,0.0,1.0,0.0,3.0,3.0,1.0,0.0,2352.0
"9",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2352.0
"12",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2352.0
"13",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2352.0
"14",1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2352.0
"19",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2352.0
"1",1.0,0.0,13.0,125.0,17.0,48.0,20.0,13.0,20.0,71.0,11.0,2353.0
"2",1.0,0.0,2.0,0.0,4.0,6.0,0.0,4.0,1.0,0.0,1.0,2353.0
"3",1.0,10.0,3.0,5.0,0.0,6.0,0.0,7.0,3.0,8.0,4.0,2353.0
"4",1.0,9.0,13.0,28.0,6.0,14.0,7.0,10.0,11.0,12.0,7.0,2353.0
"5",1.0,0.0,0.0,12.0,15.0,0.0,12.0,13.0,12.0,0.0,0.0,2353.0
"6",1.0,6.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,9.0,1.0,2353.0
"7",1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2353.0
"9",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2353.0
"12",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2353.0
"13",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2353.0
"14",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2353.0
"19",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2353.0
"1",0.0,2.0,24.0,3.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,2354.0
"2",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2354.0
"3",0.0,4.0,17.0,9.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2354.0
"4",0.0,11.0,41.0,36.0,3.0,5.0,12.0,2.0,3.0,0.0,0.0,2354.0
"5",0.0,0.0,2.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2354.0
"6",0.0,1.0,6.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2354.0
"7",0.0,3.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2354.0
"9",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2354.0
"12",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2354.0
"13",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2354.0
"14",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2354.0
"19",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2354.0
"1",0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2355.0
"2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2355.0
"3",0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2355.0
"4",0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2355.0
"5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2355.0
"6",0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2355.0
"7",0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2355.0
"9",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2355.0
"12",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2355.0
"13",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2355.0
"14",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2355.0
"19",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2355.0
"1",1.0,0.0,86.0,34.0,28.0,15.0,33.0,26.0,4.0,7.0,23.0,2356.0
"2",1.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,2356.0
"3",1.0,0.0,4.0,3.0,4.0,2.0,2.0,0.0,8.0,0.0,0.0,2356.0
"4",1.0,0.0,20.0,9.0,3.0,15.0,22.0,16.0,8.0,2.0,6.0,2356.0
"5",1.0,0.0,0.0,27.0,0.0,15.0,22.0,12.0,12.0,0.0,0.0,2356.0
"6",1.0,0.0,2.0,4.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,2356.0
"7",1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,2356.0
"9",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2356.0
"12",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2356.0
"13",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2356.0
"14",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2356.0
"19",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2356.0
"1",1.0,21.0,293.0,310.0,334.0,378.0,206.0,145.0,112.0,107.0,39.0,2357.0
"2",1.0,1.0,3.0,0.0,0.0,0.0,0.0,23.0,1.0,0.0,0.0,2357.0
"3",1.0,16.0,27.0,11.0,20.0,37.0,8.0,28.0,16.0,17.0,0.0,2357.0
"4",1.0,36.0,222.0,101.0,128.0,231.0,122.0,131.0,88.0,71.0,11.0,2357.0
"5",1.0,0.0,35.0,4.0,22.0,66.0,6.0,27.0,33.0,0.0,0.0,2357.0
"6",1.0,10.0,12.0,3.0,23.0,21.0,12.0,27.0,7.0,16.0,0.0,2357.0
"7",1.0,9.0,35.0,15.0,19.0,31.0,14.0,32.0,15.0,11.0,0.0,2357.0
"9",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2357.0
"12",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2357.0
"13",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2357.0
"14",1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2357.0
"19",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2357.0
"1",1.0,0.0,42.0,2.0,6.0,12.0,0.0,17.0,0.0,0.0,0.0,2358.0
"2",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2358.0
"3",1.0,0.0,12.0,3.0,4.0,10.0,18.0,18.0,19.0,5.0,23.0,2358.0
"4",1.0,0.0,18.0,6.0,7.0,21.0,26.0,35.0,26.0,7.0,2.0,2358.0
"5",1.0,0.0,0.0,18.0,1.0,12.0,12.0,12.0,12.0,0.0,0.0,2358.0
"6",1.0,0.0,7.0,3.0,4.0,9.0,17.0,17.0,14.0,14.0,18.0,2358.0
"7",1.0,0.0,6.0,0.0,0.0,1.0,7.0,9.0,2.0,0.0,0.0,2358.0
"9",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2358.0
"12",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2358.0
"13",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2358.0
"14",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2358.0
"19",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2358.0
"1",0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2359.0
"2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2359.0
"3",0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2359.0
"4",0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2359.0
"5",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2359.0
"6",0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2359.0
"7",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2359.0
"9",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2359.0
"12",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2359.0
"13",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2359.0
"14",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2359.0
"19",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2359.0
"1",0.0,37.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2360.0
"2",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2360.0
"3",0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2360.0
"4",0.0,12.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2360.0
"5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2360.0
"6",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2360.0
"7",0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2360.0
"9",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2360.0
"12",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2360.0
"13",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2360.0
"14",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2360.0
"19",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2360.0
"1",1.0,67.0,69.0,58.0,3.0,18.0,7.0,11.0,0.0,0.0,0.0,2361.0
"2",1.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2361.0
"3",1.0,6.0,35.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,2361.0
