,TimePeriod,Act1,Act2,Act3,Act4,Act5,Act6,Act7,Act8,Act9,Act10,Act11,Act12
1470,T0,32.0,0.0,5.0,25.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0
1471,T1,11.0,0.0,6.0,13.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
1472,T2,143.0,0.0,7.0,46.0,26.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0
1473,T3,32.0,0.0,0.0,12.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
1474,T4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1475,T5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1476,T6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1477,T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1478,T8,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1479,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1480,T0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1481,T1,115.0,0.0,7.0,46.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
1482,T2,68.0,0.0,2.0,29.0,25.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1483,T3,18.0,0.0,1.0,11.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1484,T4,27.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1485,T5,3.0,0.0,0.0,14.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1486,T6,26.0,0.0,9.0,31.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1487,T7,16.0,0.0,0.0,15.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1488,T8,9.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1489,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1490,T0,22.0,0.0,6.0,13.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0
1491,T1,276.0,0.0,6.0,79.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1492,T2,167.0,0.0,1.0,51.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1493,T3,46.0,0.0,1.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1494,T4,82.0,0.0,1.0,31.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1495,T5,0.0,0.0,0.0,2.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1496,T6,40.0,0.0,28.0,17.0,14.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0
1497,T7,37.0,0.0,0.0,16.0,14.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1498,T8,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1499,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1500,T0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1501,T1,89.0,0.0,2.0,35.0,0.0,2.0,8.0,0.0,0.0,12.0,1.0,0.0
1502,T2,91.0,0.0,2.0,28.0,20.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0
1503,T3,2.0,0.0,0.0,12.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1504,T4,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1505,T5,2.0,0.0,0.0,5.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1506,T6,5.0,0.0,3.0,9.0,17.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1507,T7,0.0,0.0,0.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1508,T8,29.0,0.0,8.0,10.0,0.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0
1509,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1510,T0,49.0,1.0,8.0,30.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0
1511,T1,210.0,0.0,2.0,81.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1512,T2,132.0,0.0,0.0,47.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1513,T3,114.0,0.0,0.0,77.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1514,T4,77.0,0.0,0.0,53.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1515,T5,115.0,0.0,0.0,78.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1516,T6,118.0,0.0,5.0,75.0,23.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
1517,T7,79.0,0.0,2.0,46.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0
1518,T8,90.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1519,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1520,T0,254.0,0.0,6.0,27.0,0.0,1.0,4.0,0.0,0.0,0.0,4.0,0.0
1521,T1,1158.0,0.0,33.0,203.0,15.0,11.0,14.0,0.0,0.0,2.0,8.0,0.0
1522,T2,1787.0,0.0,21.0,464.0,1.0,5.0,7.0,0.0,0.0,0.0,2.0,1.0
1523,T3,1932.0,0.0,15.0,398.0,26.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1524,T4,1749.0,0.0,9.0,422.0,19.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0
1525,T5,1187.0,0.0,30.0,322.0,23.0,10.0,2.0,0.0,0.0,0.0,2.0,0.0
1526,T6,1016.0,0.0,10.0,264.0,28.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
1527,T7,713.0,0.0,2.0,111.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0
1528,T8,687.0,0.0,3.0,100.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
1529,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1530,T0,47.0,1.0,14.0,19.0,0.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0
1531,T1,251.0,0.0,10.0,81.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
1532,T2,94.0,0.0,0.0,22.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1533,T3,144.0,0.0,0.0,29.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1534,T4,228.0,0.0,1.0,109.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1535,T5,133.0,0.0,0.0,23.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1536,T6,16.0,0.0,0.0,20.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1537,T7,134.0,0.0,5.0,28.0,14.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0
1538,T8,107.0,0.0,2.0,28.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0
1539,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1540,T0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1541,T1,153.0,1.0,10.0,38.0,2.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0
1542,T2,145.0,0.0,5.0,50.0,33.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
1543,T3,90.0,0.0,0.0,29.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1544,T4,20.0,0.0,0.0,12.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1545,T5,34.0,0.0,2.0,10.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1546,T6,7.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1547,T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1548,T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1549,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1550,T0,14.0,0.0,13.0,22.0,1.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0
1551,T1,27.0,0.0,22.0,60.0,0.0,7.0,16.0,0.0,0.0,0.0,0.0,0.0
1552,T2,13.0,0.0,2.0,21.0,16.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
1553,T3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1554,T4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1555,T5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1556,T6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1557,T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1558,T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1559,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1560,T0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1561,T1,122.0,1.0,8.0,23.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
1562,T2,77.0,0.0,0.0,21.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1563,T3,21.0,0.0,1.0,13.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1564,T4,16.0,0.0,1.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1565,T5,14.0,0.0,2.0,8.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1566,T6,1.0,0.0,1.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1567,T7,0.0,0.0,4.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
1568,T8,9.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1569,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1570,T0,36.0,2.0,7.0,5.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0
1571,T1,13.0,0.0,9.0,17.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0
1572,T2,1.0,0.0,10.0,18.0,15.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
1573,T3,0.0,0.0,0.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574,T4,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1575,T5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576,T6,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1577,T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1578,T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1579,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1580,T0,0.0,0.0,3.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1581,T1,29.0,0.0,15.0,33.0,0.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0
1582,T2,24.0,0.0,6.0,21.0,28.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
1583,T3,27.0,0.0,0.0,21.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1584,T4,6.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1585,T5,6.0,0.0,5.0,8.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1586,T6,0.0,0.0,2.0,7.0,25.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1587,T7,12.0,0.0,10.0,13.0,1.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0
1588,T8,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1589,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1590,T0,0.0,1.0,24.0,21.0,0.0,22.0,10.0,0.0,0.0,0.0,0.0,0.0
1591,T1,56.0,0.0,10.0,22.0,1.0,6.0,2.0,0.0,0.0,1.0,0.0,0.0
1592,T2,23.0,0.0,10.0,18.0,17.0,8.0,2.0,0.0,0.0,0.0,1.0,0.0
1593,T3,2.0,0.0,2.0,7.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1594,T4,21.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1595,T5,6.0,0.0,3.0,9.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1596,T6,0.0,0.0,4.0,3.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1597,T7,0.0,0.0,2.0,12.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1598,T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1599,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1600,T0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1601,T1,30.0,0.0,13.0,16.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0
1602,T2,6.0,0.0,1.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1603,T3,3.0,0.0,4.0,6.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1604,T4,2.0,0.0,4.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1605,T5,0.0,0.0,4.0,3.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1606,T6,0.0,0.0,5.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1607,T7,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1608,T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1609,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1610,T0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1611,T1,48.0,0.0,3.0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1612,T2,18.0,0.0,3.0,10.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1613,T3,0.0,0.0,2.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1614,T4,41.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1615,T5,26.0,0.0,3.0,9.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1616,T6,2.0,0.0,6.0,9.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1617,T7,57.0,0.0,1.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1618,T8,86.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1620,T0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1621,T1,61.0,0.0,20.0,31.0,0.0,13.0,2.0,0.0,0.0,0.0,1.0,0.0
1622,T2,86.0,0.0,7.0,17.0,37.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0
1623,T3,0.0,0.0,5.0,6.0,23.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1624,T4,1.0,0.0,3.0,5.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1625,T5,0.0,0.0,1.0,1.0,39.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1626,T6,1.0,0.0,1.0,5.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1627,T7,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1628,T8,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1629,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1630,T0,0.0,0.0,1.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1631,T1,43.0,0.0,3.0,8.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1632,T2,4.0,0.0,4.0,38.0,66.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
1633,T3,4.0,0.0,0.0,10.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1634,T4,0.0,0.0,0.0,19.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1635,T5,0.0,0.0,1.0,10.0,38.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1636,T6,0.0,0.0,0.0,6.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1637,T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1638,T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1639,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640,T0,0.0,0.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1641,T1,19.0,0.0,3.0,10.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0
1642,T2,20.0,0.0,4.0,3.0,16.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
1643,T3,20.0,0.0,5.0,10.0,21.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1644,T4,7.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1645,T5,21.0,0.0,1.0,12.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1646,T6,16.0,0.0,6.0,13.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1647,T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1648,T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1649,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1650,T0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1651,T1,277.0,0.0,65.0,50.0,4.0,60.0,14.0,0.0,0.0,0.0,2.0,0.0
1652,T2,133.0,0.0,9.0,28.0,27.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0
1653,T3,50.0,0.0,2.0,17.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1654,T4,63.0,0.0,18.0,14.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
1655,T5,25.0,0.0,2.0,10.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1656,T6,9.0,0.0,3.0,10.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1657,T7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1658,T8,13.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1659,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1660,T0,51.0,1.0,20.0,20.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0
1661,T1,189.0,0.0,1.0,50.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1662,T2,82.0,0.0,0.0,29.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1663,T3,179.0,0.0,12.0,43.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1664,T4,60.0,0.0,6.0,18.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
1665,T5,73.0,0.0,6.0,21.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
1666,T6,27.0,0.0,6.0,14.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1667,T7,34.0,0.0,1.0,20.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1668,T8,46.0,0.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1669,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1670,T0,5.0,1.0,2.0,12.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
1671,T1,47.0,0.0,31.0,78.0,3.0,16.0,6.0,0.0,0.0,0.0,1.0,0.0
1672,T2,11.0,0.0,0.0,23.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1673,T3,5.0,0.0,1.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1674,T4,0.0,0.0,6.0,12.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1675,T5,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1676,T6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1677,T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1678,T8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1679,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1680,T0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1681,T1,68.0,0.0,4.0,20.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
1682,T2,6.0,0.0,0.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1683,T3,1.0,0.0,3.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1684,T4,0.0,0.0,1.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1685,T5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1686,T6,5.0,0.0,5.0,8.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1687,T7,1.0,0.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1688,T8,3.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1689,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1690,T0,1.0,1.0,14.0,17.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0
1691,T1,123.0,0.0,13.0,39.0,1.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0
1692,T2,13.0,0.0,13.0,17.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1693,T3,21.0,0.0,0.0,13.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1694,T4,0.0,0.0,0.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1695,T5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1696,T6,0.0,0.0,0.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1697,T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1698,T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1699,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700,T0,53.0,3.0,10.0,17.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1701,T1,219.0,0.0,23.0,65.0,0.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0
1702,T2,82.0,0.0,1.0,22.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1703,T3,43.0,0.0,0.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704,T4,58.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1705,T5,172.0,0.0,1.0,24.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1706,T6,108.0,0.0,0.0,15.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1707,T7,115.0,0.0,0.0,19.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1708,T8,1430.0,0.0,3.0,137.0,0.0,11.0,5.0,0.0,0.0,0.0,4.0,0.0
1709,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710,T0,16.0,3.0,30.0,38.0,0.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0
1711,T1,68.0,0.0,19.0,56.0,45.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0
1712,T2,39.0,0.0,11.0,37.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
1713,T3,14.0,0.0,17.0,32.0,26.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
1714,T4,10.0,0.0,20.0,36.0,17.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
1715,T5,1.0,0.0,21.0,30.0,26.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
1716,T6,3.0,0.0,29.0,35.0,23.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0
1717,T7,0.0,0.0,13.0,22.0,3.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0
1718,T8,54.0,0.0,22.0,44.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
1719,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1720,T0,3.0,0.0,14.0,16.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0
1721,T1,227.0,0.0,31.0,104.0,1.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0
1722,T2,86.0,0.0,7.0,38.0,22.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1723,T3,39.0,0.0,11.0,26.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
1724,T4,41.0,0.0,16.0,31.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
1725,T5,13.0,0.0,4.0,19.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1726,T6,14.0,0.0,0.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1727,T7,25.0,0.0,11.0,18.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0
